feature_key,normalized_feature,capability_label,datasheet-axis-m3905-r-dome-camera-en-US-506723,normalized_feature_h6-xp-dome-camera-datasheet,capability_label_h6-xp-dome-camera-datasheet,h6-xp-dome-camera-datasheet,normalized_feature_video-security-cd22-datasheet,capability_label_video-security-cd22-datasheet,video-security-cd22-datasheet,representative_feature
avigilonsoftwaresupportedfeatures,,,missing,the product provides the product provides avigilonsoftwaresupportedfeatures.,The product provides the product provides AVIGILONSOFTWARESUPPORTEDFEATURES.,present,,,missing,the product provides the product provides avigilonsoftwaresupportedfeatures.
avigilonunityvideo80or_allsupportedanalyticeventswithpeopleandvehiclesandallvehiclesubtypesasclassifiedobjectsappearance,,,missing,the product provides the product provides avigilonunityvideo8.0or allsupportedanalyticeventswithpeopleandvehiclesandallvehiclesub-typesasclassifiedobjects.appearance.,The product provides the product provides AvigilonUnityVideo8.0or Allsupportedanalyticeventswithpeopleandvehiclesandallvehiclesub-typesasclassifiedobjects.Appearance.,present,,,missing,the product provides the product provides avigilonunityvideo8.0or allsupportedanalyticeventswithpeopleandvehiclesandallvehiclesub-typesasclassifiedobjects.appearance.
avigilonunityvideo84or_alladvancedzwavecompatibilityfeatures,,,missing,the product provides the product provides avigilonunityvideo8.4or alladvancedz-wavecompatibilityfeatures.,The product provides the product provides AvigilonUnityVideo8.4or AlladvancedZ-Wavecompatibilityfeatures.,present,,,missing,the product provides the product provides avigilonunityvideo8.4or alladvancedz-wavecompatibilityfeatures.
axis_calculates_dori_values_pixel_densities,the product provides the product provides axis calculates the dori values using pixel densities for.,The product provides the product provides Axis calculates the DORI values using pixel densities for.,present,,,missing,,,missing,the product provides the product provides axis calculates the dori values using pixel densities for.
axis_cameras_wide_dynamic_range_wdr,the product provides the product provides axis cameras with wide dynamic range (wdr).,The product provides the product provides Axis cameras with wide dynamic range (WDR).,present,,,missing,,,missing,the product provides the product provides axis cameras with wide dynamic range (wdr).
axis_edge_vault_hardwarebased_cybersecurity,the product provides the product provides axis edge vault is the hardware-based cybersecurity.,The product provides the product provides Axis Edge Vault is the hardware-based cybersecurity.,present,,,missing,,,missing,the product provides the product provides axis edge vault is the hardware-based cybersecurity.
axis_edgevault_color_may_critical_factor,"the product provides the product provides axis edgevault color may be the critical factor to identify a person, an.","The product provides the product provides Axis EdgeVault color may be the critical factor to identify a person, an.",present,,,missing,,,missing,"the product provides the product provides axis edgevault color may be the critical factor to identify a person, an."
axis_lightfinder_technology_delivers_highresolution,"the product provides the product provides the axis lightfinder technology delivers high-resolution,.","The product provides the product provides The Axis Lightfinder technology delivers high-resolution,.",present,,,missing,,,missing,"the product provides the product provides the axis lightfinder technology delivers high-resolution,."
axis_m3905r_dome,the product provides the product provides axis m3905-r dome camera.,The product provides the product provides AXIS M3905-R Dome Camera.,present,,,missing,,,missing,the product provides the product provides axis m3905-r dome camera.
axis_tp3826e_housing_dome_can_mounted,the product provides the product provides with axis tp3826-e housing this dome camera can be mounted on the outside of a bus. thanks to lightfinder and.,The product provides the product provides with AXIS TP3826-E housing this dome camera can be mounted on the outside of a bus. Thanks to Lightfinder and.,present,,,missing,,,missing,the product provides the product provides with axis tp3826-e housing this dome camera can be mounted on the outside of a bus. thanks to lightfinder and.
axis_zipstream_technology_preserves_all,the product provides the product provides the axis zipstream technology preserves all the.,The product provides the product provides The Axis Zipstream technology preserves all the.,present,,,missing,,,missing,the product provides the product provides the axis zipstream technology preserves all the.
axisabinvariousjurisdictionsallothertrademarksarethepropertyoftheirrespectiveownerswereservetherightto,the product provides the product provides axisabinvariousjurisdictions.allothertrademarksarethepropertyoftheirrespectiveowners.wereservetherightto.,The product provides the product provides AxisABinvariousjurisdictions.Allothertrademarksarethepropertyoftheirrespectiveowners.Wereservetherightto.,present,,,missing,,,missing,the product provides the product provides axisabinvariousjurisdictions.allothertrademarksarethepropertyoftheirrespectiveowners.wereservetherightto.
axiscamerastationproaxiscamerastation5and,"the product provides the product provides axiscamerastationpro,axiscamerastation5,and.","The product provides the product provides AXISCameraStationPro,AXISCameraStation5,and.",present,,,missing,,,missing,"the product provides the product provides axiscamerastationpro,axiscamerastation5,and."
axiscomcybersecurity_lensm1236mmf20horizontalfieldofview88,"the product provides the product provides axis.com/cybersecurity lensm123.6mm,f2.0:horizontalfieldofview88°.","The product provides the product provides axis.com/cybersecurity LensM123.6mm,F2.0:horizontalfieldofview88°.",present,,,missing,,,missing,"the product provides the product provides axis.com/cybersecurity lensm123.6mm,f2.0:horizontalfieldofview88°."
axiscomenvironmentalresponsibility,the product provides the product provides axis.com/environmental-responsibility.,The product provides the product provides axis.com/environmental-responsibility.,present,,,missing,,,missing,the product provides the product provides axis.com/environmental-responsibility.
axiscommunicationsisasignatoryoftheunglobal,the product provides the product provides axiscommunicationsisasignatoryoftheunglobal.,The product provides the product provides AxisCommunicationsisasignatoryoftheUNGlobal.,present,,,missing,,,missing,the product provides the product provides axiscommunicationsisasignatoryoftheunglobal.
axisfenceguardaxisloiteringguardaxismotion,"the product provides the product provides axisfenceguard,axisloiteringguard,axismotion.","The product provides the product provides AXISFenceGuard,AXISLoiteringGuard,AXISMotion.",present,,,missing,,,missing,"the product provides the product provides axisfenceguard,axisloiteringguard,axismotion."
axishardeningguide,the product provides the product provides axishardeningguide.,The product provides the product provides AXISHardeningGuide.,present,,,missing,,,missing,the product provides the product provides axishardeningguide.
axism3905rdomecamera,the product provides the product provides axism3905-rdomecamera.,The product provides the product provides AXISM3905-RDomeCamera.,present,,,missing,,,missing,the product provides the product provides axism3905-rdomecamera.
axism3905rm1228mm_h264mpeg4part10avcmainandhighprofiles,the product provides the product provides axism3905-rm122.8mm h.264(mpeg-4part10/avc)mainandhighprofiles.,The product provides the product provides AXISM3905-RM122.8mm H.264(MPEG-4Part10/AVC)MainandHighProfiles.,present,,,missing,,,missing,the product provides the product provides axism3905-rm122.8mm h.264(mpeg-4part10/avc)mainandhighprofiles.
axism3905rm1236mm,the product provides the product provides axism3905-rm123.6mm.,The product provides the product provides AXISM3905-RM123.6mm.,present,,,missing,,,missing,the product provides the product provides axism3905-rm123.6mm.
axism3905rrj4528mm_videocompression,the product provides the product provides axism3905-rrj452.8mm videocompression.,The product provides the product provides AXISM3905-RRJ452.8mm Videocompression.,present,,,missing,,,missing,the product provides the product provides axism3905-rrj452.8mm videocompression.
axism3905rrj4536mm,the product provides the product provides axism3905-rrj453.6mm.,The product provides the product provides AXISM3905-RRJ453.6mm.,present,,,missing,,,missing,the product provides the product provides axism3905-rrj453.6mm.
axisossoftwarebillofmaterialsbom_optional_accessories,the product provides the product provides axisossoftwarebillofmaterial(sbom) optional accessories.,The product provides the product provides AXISOSSoftwareBillofMaterial(SBOM) Optional accessories.,present,,,missing,,,missing,the product provides the product provides axisossoftwarebillofmaterial(sbom) optional accessories.
axissecuritydevelopmentmodel,the product provides the product provides axissecuritydevelopmentmodel.,The product provides the product provides AXISSecurityDevelopmentModel.,present,,,missing,,,missing,the product provides the product provides axissecuritydevelopmentmodel.
axissitedesigneraxisdevicemanagerproduct,"the product provides the product provides axissitedesigner,axisdevicemanager,product.","The product provides the product provides AXISSiteDesigner,AXISDeviceManager,product.",present,,,missing,,,missing,"the product provides the product provides axissitedesigner,axisdevicemanager,product."
axist94d01smountbracket,"the product provides the product provides axist94d01smountbracket,.","The product provides the product provides AXIST94D01SMountBracket,.",present,,,missing,,,missing,"the product provides the product provides axist94d01smountbracket,."
axisvulnerabilitymanagementpolicy,the product provides the product provides axisvulnerabilitymanagementpolicy.,The product provides the product provides AXISVulnerabilityManagementPolicy.,present,,,missing,,,missing,the product provides the product provides axisvulnerabilitymanagementpolicy.
axiszipstreamforensicwdrlightfinder,"the product provides the product provides axiszipstream,forensicwdr,lightfinder.","The product provides the product provides AxisZipstream,ForensicWDR,Lightfinder.",present,,,missing,,,missing,"the product provides the product provides axiszipstream,forensicwdr,lightfinder."
axiszipstreamtechnologyinh264andh265,the product provides the product provides axiszipstreamtechnologyinh.264andh.265.,The product provides the product provides AxisZipstreamtechnologyinH.264andH.265.,present,,,missing,,,missing,the product provides the product provides axiszipstreamtechnologyinh.264andh.265.
backlightcompensation_adjustable,,,missing,the product provides the product provides backlightcompensation adjustable.,The product provides the product provides BacklightCompensation Adjustable.,present,,,missing,the product provides the product provides backlightcompensation adjustable.
balanceforensicwdrexposurecontrolexposure,"the product provides the product provides balance,forensicwdr,exposurecontrol,exposure.","The product provides the product provides balance,ForensicWDR,exposurecontrol,exposure.",present,,,missing,,,missing,"the product provides the product provides balance,forensicwdr,exposurecontrol,exposure."
bandwidth_storage_requirements_average,the product provides the product provides bandwidth and storage requirements by an average of.,The product provides the product provides bandwidth and storage requirements by an average of.,present,,,missing,,,missing,the product provides the product provides bandwidth and storage requirements by an average of.
bandwidthmanagement_hdsmsmartcodectechnologyidlescenemode,,,missing,the product provides the product provides bandwidthmanagement hdsmsmartcodectechnology;idlescenemode.,The product provides the product provides BandwidthManagement HDSMSmartCodectechnology;Idlescenemode.,present,,,missing,the product provides the product provides bandwidthmanagement hdsmsmartcodectechnology;idlescenemode.
